province,REF_DATE,uom_houseindex,scalar_houseindex,avg_house_only,avg_land_only,avg_totalhouseland,uom_income,scalar_income,statistic_income,avg_income,uom_expenditure,scalar_expenditure,statistic_expenditure,avg_food_expenditures,avg_income_taxes,avg_mortageinsurance,avg_mortagePaid,avg_accomodation,avg_rent,avg_shelter,avg_total_expenditure,avg_taxes_landregfees,uom_tourist,scalar_tourist,avg_international_tourism,avg_domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,avg_employment,avg_fulltime,avg_labourforce,avg_parttime,avg_population,avg_unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,avg_employment_rate,avg_participationrate,avg_unemploymentrate,uom_crime,scalar_crime,statistic_crime,avg_crime_incidents
Manitoba,1997-01,"Index, 201612=100",units,46.3,35.1,43.0,,,,,,,,,,,,,,,,,Persons,unit,80432.0,127178.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",332.3333435058594,265.9333190917969,357.0333251953125,66.38333129882812,513.0999755859375,24.71666717529297,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.93333435058594,65.86666870117188,7.316666603088379,,,,
Manitoba,1997-07,"Index, 201612=100",units,46.8,34.5,43.1,,,,,,,,,,,,,,,,,Persons,unit,175001.0,314936.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",331.54998779296875,265.8500061035156,353.1666564941406,65.69999694824219,513.6166381835938,21.616666793823242,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.53333282470703,64.94999694824219,6.699999809265137,,,,
Manitoba,1997-12,"Index, 201612=100",units,47.0,34.6,43.3,,,,,,,,,,,,,,,,,Persons,unit,78110.0,140109.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",338.0666809082031,276.9333190917969,357.3666687011719,61.11666488647461,514.0833129882812,19.299999237060547,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.54999923706055,65.53333282470703,6.116666793823242,,,,
Manitoba,1997-03,"Index, 201612=100",units,46.6,34.5,43.0,,,,,,,,,,,,,,,,,Persons,unit,113766.0,172731.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",329.76666259765625,264.3333435058594,353.5,65.4000015258789,513.3833618164062,23.75,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.25,64.96666717529297,7.0,,,,
Manitoba,1997-11,"Index, 201612=100",units,47.0,34.6,43.3,,,,,,,,,,,,,,,,,Persons,unit,86496.0,140110.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",335.75,273.0666809082031,356.0333251953125,62.733333587646484,513.8666381835938,20.266666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.21666717529297,65.43333435058594,6.550000190734863,,,,
Manitoba,1997-09,"Index, 201612=100",units,47.0,34.6,43.3,,,,,,,,,,,,,,,,,Persons,unit,109818.0,186578.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",334.54998779296875,271.54998779296875,356.48333740234375,63.016666412353516,513.5833129882812,21.933332443237305,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.03333282470703,65.56666564941406,6.849999904632568,,,,
Manitoba,1997-10,"Index, 201612=100",units,47.0,34.6,43.3,,,,,,,,,,,,,,,,,Persons,unit,101656.0,172918.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",335.0333251953125,273.6333312988281,356.1833190917969,61.45000076293945,513.7166748046875,21.100000381469727,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.983333587646484,65.41666412353516,6.833333492279053,,,,
Manitoba,1997-08,"Index, 201612=100",units,46.8,34.5,43.1,,,,,,,,,,,,,,,,,Persons,unit,194176.0,324666.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",333.76666259765625,270.25,354.6833190917969,63.56666564941406,513.5833129882812,20.866666793823242,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.95000076293945,65.21666717529297,6.400000095367432,,,,
Manitoba,1997-05,"Index, 201612=100",units,46.6,34.5,43.0,,,,,,,,,,,,,,,,,Persons,unit,79135.0,154416.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",330.8833312988281,268.73333740234375,354.8166809082031,62.13333511352539,513.5999755859375,23.91666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.56666564941406,65.31666564941406,7.166666507720947,,,,
Manitoba,1997-06,"Index, 201612=100",units,46.8,34.5,43.1,,,,,,,,,,,,,,,,,Persons,unit,107638.0,221559.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",334.1499938964844,271.45001220703125,356.5666809082031,62.66666793823242,513.683349609375,22.41666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.03333282470703,65.58333587646484,6.633333206176758,,,,
Manitoba,1997-04,"Index, 201612=100",units,46.6,34.5,43.0,,,,,,,,,,,,,,,,,Persons,unit,93739.0,144083.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",330.0833435058594,265.23333740234375,353.3666687011719,64.8499984741211,513.566650390625,23.266666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.266666412353516,64.8499984741211,6.916666507720947,,,,
Manitoba,1997-02,"Index, 201612=100",units,46.3,35.1,43.0,,,,,,,,,,,,,,,,,Persons,unit,94293.0,146439.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",332.5333251953125,268.1166687011719,355.7166748046875,64.41666412353516,513.25,23.200000762939453,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.78333282470703,65.41666412353516,7.066666603088379,,,,
Nova Scotia,2005-03,"Index, 201612=100",units,73.2,74.6,73.6,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,29085.0,38998.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",281.23333740234375,234.3000030517578,306.9333190917969,46.95000076293945,465.0833435058594,25.700000762939453,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.38333511352539,63.28333282470703,9.116666793823242,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-12,"Index, 201612=100",units,77.9,79.3,78.4,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,5560.0,17177.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",280.6333312988281,231.8000030517578,306.6499938964844,48.83333206176758,466.6499938964844,26.03333282470703,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.29999923706055,63.04999923706055,8.883333206176758,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-05,"Index, 201612=100",units,73.2,74.6,73.6,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,17631.0,36168.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",283.45001220703125,231.85000610351562,307.6000061035156,51.599998474121094,465.26666259765625,24.133333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.06666564941406,63.43333435058594,8.483333587646484,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-08,"Index, 201612=100",units,76.7,78.1,77.2,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,9492.0,81781.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",284.6166687011719,233.51666259765625,305.95001220703125,51.08333206176758,466.0666809082031,21.350000381469727,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.03333282470703,62.93333435058594,7.7833333015441895,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-09,"Index, 201612=100",units,77.9,79.3,78.4,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,8010.0,104753.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",280.8666687011719,228.60000610351562,305.95001220703125,52.266666412353516,466.20001220703125,25.100000381469727,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.16666793823242,62.93333435058594,9.083333015441895,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-02,"Index, 201612=100",units,73.2,74.6,73.6,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,15094.0,24427.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",281.3833312988281,236.73333740234375,310.45001220703125,44.66666793823242,465.1000061035156,29.066667556762695,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.45000076293945,64.05000305175781,10.199999809265137,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-07,"Index, 201612=100",units,73.3,75.7,74.0,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,9411.0,82685.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",282.0,230.51666259765625,305.1666564941406,51.46666717529297,465.70001220703125,23.16666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.54999923706055,62.78333282470703,8.266666412353516,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-06,"Index, 201612=100",units,73.2,74.6,73.6,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,7119.0,50750.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",282.6000061035156,229.6999969482422,307.54998779296875,52.91666793823242,465.45001220703125,24.950000762939453,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.71666717529297,63.53333282470703,9.016666412353516,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-04,"Index, 201612=100",units,73.2,74.6,73.6,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,29354.0,40007.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",281.26666259765625,231.60000610351562,306.3999938964844,49.66666793823242,465.1333312988281,25.133333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.36666488647461,63.150001525878906,9.033333778381348,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-01,"Index, 201612=100",units,73.2,74.6,73.6,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,8623.0,16846.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",281.1333312988281,231.76666259765625,306.8666687011719,49.36666488647461,465.1166687011719,25.733333587646484,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.150001525878906,63.13333511352539,9.25,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-11,"Index, 201612=100",units,77.9,79.3,78.4,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,5363.0,15933.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",281.79998779296875,232.4166717529297,306.5,49.38333511352539,466.5,24.71666717529297,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.54999923706055,63.03333282470703,8.550000190734863,Number,unit,Total of all violations-Actual incidents,6874.5
Nova Scotia,2005-10,"Index, 201612=100",units,77.9,79.3,78.4,Dollars,units,"Median total income,Both sexes,All age groups",1900.0,,,,,,,,,,,,,Persons,unit,7751.0,54404.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",282.76666259765625,233.5833282470703,308.2833251953125,49.150001525878906,466.3666687011719,25.516666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.75,63.41666793823242,8.833333015441895,Number,unit,Total of all violations-Actual incidents,6874.5
Ontario,1983-05,"Index, 201612=100",units,38.7375,46.0125,40.76249999999999,,,,,,,,,,,,,,,,,Persons,unit,1491340.0,3652417.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2634.38330078125,2213.416748046875,2953.183349609375,420.9666748046875,4252.83349609375,318.73333740234375,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.349998474121094,65.88333129882812,11.083333015441895,,,,
Ontario,1983-02,"Index, 201612=100",units,38.075,45.4125,40.1375,,,,,,,,,,,,,,,,,Persons,unit,1095687.0,2252216.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2594.333251953125,2178.783447265625,2927.433349609375,415.54998779296875,4234.08349609375,333.1000061035156,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.83333206176758,65.68333435058594,11.666666984558105,,,,
Ontario,1983-04,"Index, 201612=100",units,38.3875,45.824999999999996,40.4875,,,,,,,,,,,,,,,,,Persons,unit,1504476.0,3140676.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2620.833251953125,2203.449951171875,2943.9833984375,417.3666687011719,4245.61669921875,323.1499938964844,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.150001525878906,65.83333587646484,11.300000190734863,,,,
Ontario,1983-06,"Index, 201612=100",units,38.787499999999994,46.0,40.824999999999996,,,,,,,,,,,,,,,,,Persons,unit,1357133.0,4210337.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2651.550048828125,2226.083251953125,2960.25,425.4333190917969,4258.4833984375,308.73333740234375,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.66666793823242,65.98332977294922,10.716666221618652,,,,
Ontario,1983-07,"Index, 201612=100",units,38.875,46.0125,40.887499999999996,,,,,,,,,,,,,,,,,Persons,unit,1914246.0,6036830.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2673.833251953125,2246.550048828125,2960.11669921875,427.26666259765625,4263.2666015625,286.2833251953125,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.11666488647461,65.91666412353516,10.050000190734863,,,,
Ontario,1983-08,"Index, 201612=100",units,39.1125,46.0875,41.0875,,,,,,,,,,,,,,,,,Persons,unit,1952914.0,5934979.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2692.716552734375,2262.166748046875,2969.10009765625,430.51666259765625,4271.06689453125,276.3999938964844,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.483333587646484,66.06666564941406,9.666666984558105,,,,
Ontario,1983-12,"Index, 201612=100",units,40.050000000000004,46.175000000000004,41.8,,,,,,,,,,,,,,,,,Persons,unit,1245154.0,2506532.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2722.60009765625,2286.63330078125,2984.583251953125,435.9666748046875,4297.7001953125,261.9666748046875,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.78333282470703,65.93333435058594,9.033333778381348,,,,
Ontario,1983-11,"Index, 201612=100",units,39.9125,46.175000000000004,41.675,,,,,,,,,,,,,,,,,Persons,unit,1274735.0,2696241.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2714.083251953125,2278.966552734375,2972.550048828125,435.1499938964844,4291.61669921875,258.45001220703125,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.66666793823242,65.75,9.066666603088379,,,,
Ontario,1983-10,"Index, 201612=100",units,39.5625,45.8875,41.375,,,,,,,,,,,,,,,,,Persons,unit,1499703.0,3334034.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2707.85009765625,2277.316650390625,2970.7333984375,430.51666259765625,4284.81689453125,262.8999938964844,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.63333511352539,65.80000305175781,9.116666793823242,,,,
Ontario,1983-01,"Index, 201612=100",units,38.0375,45.175000000000004,40.075,,,,,,,,,,,,,,,,,Persons,unit,1160582.0,2294846.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2592.89990234375,2177.7333984375,2925.683349609375,415.1499938964844,4226.9501953125,332.79998779296875,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.91666793823242,65.76667022705078,11.633333206176758,,,,
Ontario,1983-03,"Index, 201612=100",units,38.15,45.3875,40.225,,,,,,,,,,,,,,,,,Persons,unit,1393555.0,2802176.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2615.916748046875,2199.283447265625,2937.933349609375,416.6499938964844,4239.81689453125,322.01666259765625,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.18333435058594,65.80000305175781,11.216666221618652,,,,
Ontario,1983-09,"Index, 201612=100",units,39.325,46.0875,41.2625,,,,,,,,,,,,,,,,,Persons,unit,1510983.0,4018722.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2709.35009765625,2287.216552734375,2972.066650390625,422.1000061035156,4277.91650390625,262.73333740234375,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.79999923706055,65.98332977294922,9.050000190734863,,,,
Prairie Region,1989-08,"Index, 201612=100",units,34.3,32.2,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-12,"Index, 201612=100",units,35.6,33.6,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-10,"Index, 201612=100",units,34.8,33.0,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-09,"Index, 201612=100",units,34.6,32.6,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-01,"Index, 201612=100",units,33.5,30.1,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-03,"Index, 201612=100",units,33.9,30.9,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-05,"Index, 201612=100",units,33.9,31.3,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-04,"Index, 201612=100",units,33.8,31.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-07,"Index, 201612=100",units,34.1,31.7,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-06,"Index, 201612=100",units,34.1,31.7,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-02,"Index, 201612=100",units,33.8,30.7,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Region,1989-11,"Index, 201612=100",units,35.1,33.3,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland and Labrador,2011-01,"Index, 201612=100",units,97.9,94.7,97.2,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,889.0,6439.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",147.88333129882812,126.73332977294922,168.21665954589844,21.183332443237305,269.6833190917969,20.28333282470703,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.25,60.06666564941406,13.366666793823242,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-07,"Index, 201612=100",units,97.5,94.7,96.9,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,6290.0,20270.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",148.64999389648438,128.21665954589844,168.43333435058594,20.399999618530273,270.3500061035156,19.816667556762695,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.18333435058594,59.91666793823242,13.25,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-06,"Index, 201612=100",units,97.7,94.7,97.0,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,2316.0,13398.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",146.61666870117188,126.98332977294922,167.0,19.633333206176758,270.1666564941406,20.383333206176758,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.58333206176758,59.53333282470703,13.616666793823242,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-08,"Index, 201612=100",units,97.5,94.7,96.9,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,6385.0,23498.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",148.48333740234375,126.66666412353516,170.1666717529297,21.799999237060547,270.51666259765625,21.66666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.21666717529297,60.650001525878906,14.183333396911621,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-04,"Index, 201612=100",units,97.9,94.7,97.1,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,7000.0,16591.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",151.51666259765625,130.43333435058594,170.85000610351562,21.08333396911621,269.9166564941406,19.366666793823242,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.53333282470703,60.900001525878906,12.5,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-10,"Index, 201612=100",units,97.5,94.7,96.9,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,2092.0,10744.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",149.93333435058594,128.10000610351562,171.71665954589844,21.83333396911621,270.6833190917969,21.766666412353516,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.86666488647461,61.20000076293945,14.083333015441895,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-02,"Index, 201612=100",units,97.9,94.7,97.2,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,850.0,6832.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",148.18333435058594,128.4499969482422,169.23333740234375,19.75,269.7833251953125,21.08333396911621,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.266666412353516,60.400001525878906,13.783333778381348,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-03,"Index, 201612=100",units,97.9,94.7,97.2,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,3759.0,10673.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",148.6999969482422,129.4166717529297,169.89999389648438,19.28333282470703,269.8833312988281,21.21666717529297,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.45000076293945,60.68333435058594,13.866666793823242,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-05,"Index, 201612=100",units,97.7,94.7,97.0,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,4785.0,17427.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",149.46665954589844,127.69999694824219,169.89999389648438,21.75,270.0833435058594,20.450000762939453,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.79999923706055,60.66666793823242,12.983333587646484,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-11,"Index, 201612=100",units,97.5,94.7,96.9,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,1757.0,10661.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",150.0500030517578,130.26666259765625,170.96665954589844,19.75,270.7833251953125,20.91666603088379,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.900001525878906,60.900001525878906,13.5,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-12,"Index, 201612=100",units,97.5,94.7,96.9,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,1084.0,9160.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",150.61666870117188,131.6999969482422,173.10000610351562,18.96666717529297,270.8833312988281,22.46666717529297,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",53.29999923706055,61.849998474121094,14.050000190734863,Number,unit,Total of all violations-Actual incidents,3122.08
Newfoundland and Labrador,2011-09,"Index, 201612=100",units,97.5,94.7,96.9,Dollars,units,"Median total income,Both sexes,All age groups",2264.17,Dollars,unit,Average expenditure per household,645.75,856.42,7.83,286.42,820.58,130.83,900.75,5531.42,2.33,Persons,unit,3760.0,23175.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",148.25,127.36666870117188,170.18333435058594,20.899999618530273,270.6000061035156,21.899999618530273,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.150001525878906,60.66666793823242,14.383333206176758,Number,unit,Total of all violations-Actual incidents,3122.08
British Columbia,2005-01,"Index, 201612=100",units,98.76666666666667,83.46666666666665,91.13333333333333,Dollars,units,"Median total income,Both sexes,All age groups",2033.33,,,,,,,,,,,,,Persons,unit,588739.0,1028090.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1312.683349609375,1063.8499755859375,1403.5833740234375,248.8333282470703,2065.083251953125,90.9000015258789,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.81666564941406,64.41666412353516,7.0333333015441895,Number,unit,Total of all violations-Actual incidents,45131.08
British Columbia,2005-11,"Index, 201612=100",units,103.13333333333333,90.53333333333335,96.73333333333333,Dollars,units,"Median total income,Both sexes,All age groups",2033.33,,,,,,,,,,,,,Persons,unit,592529.0,1020534.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1354.050048828125,1091.1666259765625,1421.3333740234375,262.8999938964844,2090.416748046875,67.26667022705078,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.58333206176758,64.80000305175781,4.9666666984558105,Number,unit,Total of all violations-Actual incidents,45131.08
British Columbia,2005-07,"Index, 201612=100",units,100.86666666666667,88.86666666666667,94.66666666666667,Dollars,units,"Median total income,Both sexes,All age groups",2033.33,,,,,,,,,,,,,Persons,unit,833583.0,2105688.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1330.683349609375,1079.0833740234375,1411.316650390625,251.60000610351562,2080.61669921875,80.61666870117188,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.650001525878906,64.71666717529297,6.2833333015441895,Number,unit,Total of all violations-Actual incidents,45131.08
British Columbia,2005-08,"Index, 201612=100",units,102.33333333333333,89.66666666666667,95.83333333333333,Dollars,units,"Median total income,Both sexes,All age groups",2033.33,,,,,,,,,,,,,Persons,unit,947762.0,2126349.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1338.38330078125,1068.7833251953125,1414.4000244140625,269.6000061035156,2084.216552734375,76.03333282470703,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.88333511352539,64.69999694824219,5.866666793823242,Number,unit,Total of all violations-Actual incidents,45131.08
